,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
2537,2537,2.0,0.8698,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['population_density', 'sweden', 'km', 'population_density']"
2538,2538,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2539,2539,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
2540,2540,2.0,0.4915,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['throwback', 'offer', 'covid', 'country', 'lockdown', 'thing', 'essential', 'travel', 'only', 'run', 'extra', 'medical', 'oxygen', 'belfast', 'planned', 'temporary', 'nightingale', 'hospital', 'night', 'cross', 'panorama', 'ahead']"
2541,2541,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
2542,2542,2.0,0.5872,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['only', 'thing', 'miss', 'covid', 'lockdown', 'clean', 'great', 'weather', 'miss', 'day', 'literally', 'pollution', 'only', 'clean', 'crisp', 'air', 'take', 'grant', 'go', 'back', 'slowly', 'kill', 'pollution']"
2543,2543,1.0,0.9232,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['millions_surely', 'suspect', 'lockdown', 'fraud', 'believe', 'narrative', 'pretend']"
2544,2544,1.0,0.9232,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['millions_surely', 'suspect', 'lockdown', 'fraud', 'believe', 'narrative', 'pretend']"
2545,2545,3.0,0.5848,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['work', 'home', 'employer', 'learn', 'lesson', 'covid', 'lockdown']"
2546,2546,3.0,0.9111,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['speak', 'truth', 'sheep', 'covid', 'shoot', 'faucilied_faucifile', 'agenda_klausschw']"
2547,2547,1.0,0.9232,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['millions_surely', 'suspect', 'lockdown', 'fraud', 'believe', 'narrative', 'pretend']"
2548,2548,2.0,0.9185,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['propaganda_relie', 'key_principle', 'inherent', 'virtually', 'official_communication', 'covid', 'fir']"
2549,2549,2.0,0.6278,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['measure', 'outline', 'official', 'covid', 'elimination', 'strategy', 'document', 'physical', 'distancing', 'wide']"
2550,2550,2.0,0.9185,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['propaganda_relie', 'key_principle', 'inherent', 'virtually', 'official_communication', 'covid', 'fir']"
2551,2551,1.0,0.6657,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['today', 'history', 'go', 'shop', 'screen', 'guard', 'earphone', 'return', 'covid', 'as', 'well']"
2552,2552,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2553,2553,3.0,0.6566,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['month', 'fasting', 'arrived_so', 'let', 'ask_allah', 'ceaseless_assistance', 'support']"
2554,2554,1.0,0.4751,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['today', 'history', 'go', 'shop', 'screen', 'guard', 'earphone', 'return', 'covid', 'as', 'well', 'remember', 'people', 'mad', 'cause', 'lockdown', 'wonder', 'do', 'now']"
2555,2555,1.0,0.6935,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['first', 'step', 'treat', 'long', 'lockdown', 'syndrome', 'admit', 'problem', 'memory']"
2556,2556,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2557,2557,2.0,0.6586,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['find', 'little', 'home', 'mountain', 'village', 'tuanadatu', 'sarangani', 'covid', 'lockdown', 'allow', 'focus', 'passion', 'design', 'unique', 'outfits']"
2558,2558,1.0,0.8147,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['serve', 'armed', 'security', 'officer', 'covid', 'lockdown', 'story', 'drive', 'home']"
2559,2559,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2560,2560,3.0,0.9111,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['speak', 'truth', 'sheep', 'covid', 'shoot', 'faucilied_faucifile', 'agenda_klausschw']"
2561,2561,1.0,0.3697,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['continue', 'suffer', 'price', 'fuel', 'essential', 'commodity', 'good', 'service', 'shoot', 'again', 'year', 'ago', 'protest', 'allegation', 'rig', 'election', 'lockdown', 'hit', 'world']"
2562,2562,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2563,2563,1.0,0.9314,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series', 'yout']"
2564,2564,1.0,0.5292,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['serve', 'armed', 'security', 'officer', 'covid', 'lockdown', 'story', 'drive', 'home', 'company', 'lose', 'resignation', 'sick', 'covid', 'post', 'many', 'various', 'place', 'chicagoland', 'night']"
2565,2565,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2566,2566,1.0,0.9223,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
2567,2567,1.0,0.9638,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['so', 'call', 'express', 'operate', 'ninety', 'well', 'organize', 'chinese', 'coyote', 'link', 'illegal', 'chinese', 'immigrant', 'increase', 'drastically', 'coincide', 'infamous', 'covid', 'lockdown']"
2568,2568,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
2569,2569,1.0,0.4482,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['don', 'know', 'here', 'food', 'price', 'steady', 'hike', 'covid', 'lockdown']"
2570,2570,3.0,0.4653,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['july_hundred', 'defence_force', 'personnel', 'covid', 'fight', 'addition', 'nsw', 'government', 'hand', 'police', 'force', 'additional', 'power', 'close', 'business', 'shut', 'illegal', 'construction', 'work']"
2571,2571,1.0,0.7095,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['work', 'home', 'earn', 'money', 'online', 'lock', 'retweet', 'lockdown', 'workfromhome']"
2572,2572,3.0,0.51,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['feel', 'bored', 'lockdown', 'here', 'some_tip', 'keep', 'top', 'mental_health']"
2573,2573,1.0,0.5627,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['bridge', 'plan', 'help', 'business', 'recover', 'covid']"
2574,2574,0.0,0.9052,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['healthcare', 'head', 'year', 'covid', 'lockdown']"
2575,2575,2.0,0.8698,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['population_density', 'sweden', 'km', 'population_density']"
2576,2576,1.0,0.4195,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['covid', 'die', 'slowly', 'nearly', 'country', 'reopen', 'border', 'witness', 'revenge', 'travel', 'especially', 'lockdown', 'more', 'country', 'past', 'year', 'field', 'investment', 'trading', 'believe']"
2577,2577,1.0,0.8497,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['nice', 'juicy', 'article', 'here', 'use', 'pocket', 'app', 'get', 'paywall', 'though']"
2578,2578,1.0,0.7977,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['explain', 'banking_crisis', 'second_or', 'third', 'order_consequence', 'government', 'covid', 'lockdo']"
2579,2579,1.0,0.725,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['here', 'bombshell', 'lie', 'so', 'much', 'covid', 'lockdown', 'close', 'never', 'talk', 'judge', 'never', 'see', 'judge', 'only', 'phone', 'deal', 'make']"
2580,2580,2.0,0.5545,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['rule', 'like', 'eff', 'member', 'dignity', 'organized', 'manner', 'march', 'yesterday', 'commendable', 'still', 'doubt', 'check', 'happen', 'covid', 'lockdown', 'zuma', 'fall', 'national', 'shutdown']"
2581,2581,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
2582,2582,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2583,2583,1.0,0.7977,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['explain', 'banking_crisis', 'second_or', 'third', 'order_consequence', 'government', 'covid', 'lockdo']"
2584,2584,1.0,0.6312,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['know', 'ask', 'think', 'too', 'early', 'piss', 'trump', 'base', 'lane', 'covid', 'policy', 'lockdown']"
2585,2585,1.0,0.9326,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['wait', 'welcome', 'graduates_back', 'special_spring', 'graduation', 'more', 'than_grad', 'graduate']"
2586,2586,2.0,0.5963,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['endsar', 'covid', 'approach', 'herdsman', 'invasion', 'political', 'rivalry', 'approach', 'project', 'election', 'approach', 'win', 'reelection', 'pm', 'same', 'day', 'election', 'other', 'state', 'still', 'count', 'day']"
2587,2587,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
2588,2588,1.0,0.9223,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
2589,2589,1.0,0.4946,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['like', 'night', 'stuff', 'experiment', 'covid', 'series', 'too', 'like', 'see', 'more', 'rather', 'afternoon', 'festival', 'coverage', 'go', 'great', 'also']"
2590,2590,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2591,2591,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
2592,2592,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
2593,2593,3.0,0.6566,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['month', 'fasting', 'arrived_so', 'let', 'ask_allah', 'ceaseless_assistance', 'support']"
2594,2594,0.0,0.5178,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['month', 'fasting', 'arrived_so', 'let', 'ask_allah', 'ceaseless_assistance', 'support', 'beautiful', 'line', 'compose', 'arrival', 'year', 'ago', 'covid', 'lockdown']"
2595,2595,1.0,0.8067,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['week', 'guest', 'identify', 'way', 'covid', 'impact', 'artist', 'fr']"
2596,2596,2.0,0.5695,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['post', 'immediate', 'reaction', 'arguably', 'justifiable', 'few', 'week', 'lockdown', 'figure', 'covid', 'mean', 'lot', 'know', 'ignore', 'vilify', 'segregated', 'lose', 'job', 'make', 'nd', 'class', 'citizen', 'liberty', 'steal', 'cuntery']"
2597,2597,2.0,0.8828,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['re', 'still', 'lucky', 'enough', 'thriving', 'colony', 'house', 'sparrow', 'gorrion', 'comun', 'passer', 'domesticus', 'garden']"
2598,2598,1.0,0.8067,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['week', 'guest', 'identify', 'way', 'covid', 'impact', 'artist', 'fr']"
2599,2599,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
2600,2600,0.0,0.5276,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['kind', 'measue', 'work', 'mitigate', 'covid', 'pandemic', 'scientist', 'still', 'try', 'figure', 'meantime', 'excellent', 'attempt']"
2601,2601,0.0,0.7235,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['honestly', 'believe', 'covid', 'pandemic', 'contribute', 'stop', 'bad', 'populism', 'still', 'many', 'survivor', 'blog', 'english', 'real', 'progress', 'year', 'covid', 'lockdown']"
2602,2602,2.0,0.4535,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['hoo_boy', 'uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'series', 'mainstream', 'general', 'public', 'lol']"
2603,2603,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2604,2604,3.0,0.6125,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['just', 'breath', 'rocky', 'whole', 'album', 'restore', 'dedicate', 'depressed', 'covid', 'lockdown', 'aim', 'cheer', 'even', 'part', 'mv', 'people', 'quarantine', 'work']"
2605,2605,3.0,0.5386,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['gist', 'smallie', 'thread', 'first', 'morning', 'covid', 'phase', 'lockdown', 'quite', 'peaceful']"
2606,2606,3.0,0.5759,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['alert', 'victim', 'speak', 'mom', 'autistic', 'special', 'need', 'child', 'hire', 'nanny', 'middle', 'covid', 'lockdown', 'shutter', 'place', 'want', 'work', 'however', 'work', 'lose', 'job', 'caint', 'pay', 'rent', 'loose', 'medical', 'coverage', 'so', 'tow']"
2607,2607,1.0,0.7662,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['museum', 'documentation', 'atrocity', 'covid', 'response', 'absurdity', 'part']"
